Zeit [s],Q_uphole [lpm],Q_downhole [lpm],Pint_uphole [MPa],Pint_downhole [MPa],Ppacker_uphole [MPa],Pi_obs [MPa]
1123.009,0.010979,9.533263,3.295683,3.384638,4.041825,0.030655
1123.209,0.010979,9.541759,3.288733,3.374213,4.038736,0.030732
1123.409,0.010979,9.526312,3.283327,3.372282,4.030242,0.030693
1123.609,0.010979,9.539635,3.277149,3.364173,4.024064,0.030693
1123.809,0.010786,9.542146,3.264793,3.360312,4.018658,0.030693
1124.009,0.010786,9.625372,3.265566,3.353748,4.014025,0.030655
1124.209,0.010786,9.541566,3.258616,3.349114,4.008619,0.030732
1124.409,0.010786,9.568987,3.25321,3.34062,4.001669,0.030616
1124.609,0.010786,9.539056,3.247032,3.3356,3.994719,0.030693
1124.809,0.010593,9.542146,3.247032,3.331352,3.990858,0.030693
1125.009,0.010593,9.529015,3.236221,3.327105,3.985452,0.030693
1125.209,0.010593,9.541373,3.230043,3.317452,3.978502,0.030732
1125.409,0.010593,9.532684,3.230815,3.317066,3.974641,0.030577
1125.609,0.0104,9.538284,3.220004,3.307412,3.967691,0.030693
1125.809,0.010593,9.542146,3.216915,3.303937,3.96383,0.030655
1126.009,0.0104,9.524574,3.209193,3.298918,3.958424,0.030616
1126.209,0.010593,9.54118,3.203015,3.291967,3.952246,0.030655
1126.409,0.0104,9.559138,3.196837,3.288492,3.947613,0.030655
1126.609,0.0104,9.536932,3.192976,3.281928,3.942208,0.030616
1126.809,0.0104,9.543497,3.178304,3.276136,3.939119,0.030616
1127.009,0.0104,9.530946,3.183709,3.272661,3.932941,0.030655
1127.209,0.0104,9.540601,3.177532,3.268413,3.928307,0.030616
1127.409,0.0104,9.580573,3.172126,3.26378,3.924446,0.030732
1127.609,0.0104,9.535773,3.168265,3.259146,3.919041,0.030693
1127.809,0.010207,9.543691,3.162859,3.255285,3.914407,0.030577
1128.009,0.010207,9.528822,3.158998,3.249107,3.909774,0.030693
1128.209,0.010207,9.540408,3.153592,3.242929,3.904368,0.030616
1128.409,0.010207,9.542146,3.156681,3.240226,3.901279,0.030616
1128.609,0.010207,9.600655,3.145098,3.235592,3.896646,0.030732
1128.809,0.010207,9.633675,3.139692,3.227097,3.892013,0.030693
1129.009,0.010014,9.52496,3.135831,3.226711,3.888151,0.030655
1129.209,0.010014,9.540022,3.130425,3.221305,3.88429,0.030655
1129.409,0.010014,9.542146,3.124248,3.217444,3.881974,0.030655
1129.609,0.010014,9.531525,3.121931,3.212424,3.875023,0.030655
1129.809,0.010014,9.541566,3.117298,3.206632,3.869618,0.030577
1130.009,0.010014,9.563773,3.112664,3.203543,3.867301,0.030616
1130.209,0.010014,9.539056,3.108803,3.19891,3.861896,0.030655
1130.409,0.009821,9.542146,3.09722,3.193118,3.858807,0.030693
1130.609,0.009821,9.53558,3.100309,3.18887,3.853401,0.030655
1130.809,0.009821,9.541373,3.094903,3.183465,3.84954,0.030616
1131.009,0.009821,9.561263,3.09027,3.181148,3.846451,0.030616
1131.209,0.009628,9.538477,3.087181,3.176514,3.84259,0.030655
1131.409,0.009821,9.541953,3.088725,3.173425,3.839501,0.030655
1131.609,0.009628,9.534229,3.078686,3.167247,3.833323,0.030655
1131.809,0.009628,9.54118,3.074053,3.161841,3.830234,0.030655
1132.009,0.009628,9.553925,3.069419,3.161069,3.827145,0.030616
1132.209,0.009628,9.537704,3.06633,3.156049,3.822512,0.030693
1132.409,0.009628,9.541953,3.051658,3.15103,3.818651,0.030577
1132.609,0.009628,9.530946,3.058608,3.147168,3.815562,0.030577
1132.809,0.009628,9.540987,3.053975,3.141763,3.811701,0.030616
1133.009,0.009435,9.584048,3.049341,3.137901,3.807067,0.030655
1133.209,0.009435,9.535773,3.046252,3.134426,3.803206,0.030616
1133.409,0.009435,9.543691,3.041619,3.131337,3.800117,0.030655
1133.609,0.009435,9.528822,3.036986,3.128634,3.797028,0.030616
1133.809,0.009435,9.540408,3.033897,3.122456,3.791623,0.030655
1134.009,0.009435,9.546201,3.030808,3.119367,3.788534,0.030655
1134.209,0.009241,9.538284,3.026174,3.117436,3.786217,0.030693
1134.409,0.009241,9.541759,3.022313,3.1101,3.781584,0.030655
1134.609,0.009241,9.526118,3.01768,3.110486,3.77695,0.030577
1134.809,0.009241,9.540022,3.015363,3.105853,3.773861,0.030655
1135.009,0.009241,9.542146,3.012274,3.099288,3.772317,0.030693
1135.209,0.009241,9.537511,3.007641,3.095813,3.767684,0.030616
1135.409,0.009241,9.541759,3.003008,3.09118,3.76305,0.030616
1135.609,0.009241,9.557014,2.999146,3.089249,3.760733,0.030616
1135.809,0.009048,9.54987,2.996057,3.085388,3.7561,0.030616
1136.009,0.009048,9.542146,2.98293,3.081912,3.753011,0.030616
1136.209,0.009048,9.53558,2.989107,3.078823,3.752239,0.030616
1136.409,0.009048,9.541566,2.985246,3.077279,3.747606,0.030616
1136.609,0.009048,9.568021,2.981385,3.070329,3.743744,0.030539
1136.809,0.009048,9.538477,2.978296,3.066467,3.739883,0.030616
1137.009,0.009048,9.543111,2.979841,3.062606,3.737567,0.030577
1137.209,0.008855,9.534422,2.969029,3.059517,3.73525,0.030616
1137.409,0.009048,9.54118,2.966713,3.053725,3.729844,0.030616
1137.609,0.008855,9.532298,2.962852,3.051794,3.727528,0.030577
1137.809,0.008855,9.540022,2.960535,3.05025,3.722894,0.030693
1138.009,0.008855,9.542146,2.94509,3.048319,3.719805,0.030577
1138.209,0.008855,9.532877,2.95204,3.043686,3.719033,0.030616
1138.409,0.008855,9.540987,2.948951,3.040597,3.712855,0.030616
1138.609,0.008662,9.680212,2.94509,3.035191,3.711311,0.030577
1138.809,0.008855,9.539442,2.942774,3.032102,3.709766,0.030539
1139.009,0.008855,9.541953,2.938912,3.02824,3.705133,0.030616
1139.209,0.008855,9.529208,2.935051,3.026696,3.702816,0.030616
1139.409,0.008662,9.540601,2.931962,3.02129,3.698183,0.030577
1139.609,0.008662,9.547746,2.928101,3.018201,3.695094,0.030616
1139.809,0.008662,9.538477,2.925012,3.014726,3.694322,0.030655
1140.009,0.008662,9.541759,2.921923,3.008934,3.689688,0.030616
1140.209,0.008662,9.524574,2.918834,3.007775,3.688144,0.030616
1140.409,0.008662,9.539635,2.915746,3.005073,3.685827,0.030655
1140.609,0.008662,9.542146,2.91729,3.001984,3.681966,0.030577
1140.809,0.008662,9.536932,2.908023,2.998508,3.679649,0.030577
1141.009,0.008469,9.541566,2.905707,2.997736,3.675788,0.030616
1141.209,0.008469,9.621124,2.901845,2.991172,3.674244,0.030616
1141.409,0.008469,9.540987,2.899529,2.990786,3.670383,0.030616
1141.609,0.008469,9.543111,2.895668,2.98538,3.666521,0.030616
1141.809,0.008469,9.558945,2.892579,2.984994,3.664977,0.030577
1142.009,0.008469,9.541566,2.88949,2.978816,3.661888,0.030577
1142.209,0.008276,9.542532,2.886401,2.976499,3.659571,0.030577
1142.409,0.008469,9.540408,2.883312,2.973796,3.654166,0.030539
1142.609,0.008469,9.542146,2.891034,2.969549,3.652621,0.030539
1142.809,0.008469,9.533456,2.876362,2.966073,3.650305,0.030577
1143.009,0.008276,9.54118,2.874045,2.962984,3.647988,0.0305
1143.209,0.008469,9.539829,2.870956,2.962212,3.644899,0.030577
1143.409,0.008276,9.539829,2.867867,2.957965,3.64181,0.030577
1143.609,0.008276,9.542146,2.853967,2.956034,3.639493,0.030577
1143.809,0.008276,9.531911,2.860917,2.950242,3.636404,0.030577
1144.009,0.008276,9.540794,2.858601,2.948311,3.635632,0.030577
1144.209,0.008276,9.586172,2.854739,2.945995,3.632543,0.030539
1144.409,0.008276,9.539056,2.85165,2.944064,3.630227,0.030539
1144.609,0.008276,9.634254,2.848562,2.942906,3.626365,0.030539
1144.809,0.008276,9.529787,2.846245,2.938658,3.624049,0.030539
1145.009,0.008276,9.541373,2.842384,2.933639,3.621732,0.030577
1145.209,0.008083,9.542339,2.842384,2.930163,3.617871,0.030616
1145.409,0.008276,9.53867,2.836978,2.928619,3.616326,0.030655
1145.609,0.008083,9.541953,2.833889,2.923599,3.613238,0.030539
1145.809,0.008083,9.524767,2.8308,2.922441,3.611693,0.030577
1146.009,0.008083,9.545428,2.828484,2.920124,3.609376,0.030577
1146.209,0.008083,9.542146,2.833889,2.916263,3.608604,0.030616
1146.409,0.008083,9.515498,2.821533,2.913174,3.603971,0.030539
1146.609,0.008083,9.541759,2.819217,2.910085,3.603199,0.030616
1146.809,0.008083,9.54118,2.816128,2.905837,3.599337,0.030577
1147.009,0.008083,9.540794,2.813811,2.90352,3.596248,0.030616
1147.209,0.008083,9.542146,2.799911,2.901204,3.593932,0.030539
1147.409,0.008083,9.535967,2.807633,2.897728,3.590071,0.030539
1147.609,0.00789,9.541373,2.805317,2.896184,3.588526,0.030577
1147.809,0.00789,9.57729,2.802228,2.893095,3.585437,0.030655
1148.009,0.00789,9.540408,2.798367,2.888461,3.584665,0.030577
1148.209,0.00789,9.542146,2.807633,2.885758,3.580804,0.030577
1148.409,0.00789,9.534808,2.792961,2.883055,3.580032,0.030616
1148.609,0.00789,9.541759,2.791416,2.878422,3.577715,0.0305
1148.809,0.00789,9.537125,2.787555,2.87958,3.573082,0.030577
1149.009,0.00789,9.540022,2.785239,2.876105,3.572309,0.030616
1149.209,0.007697,9.634834,2.773655,2.872244,3.56922,0.030539
1149.409,0.007697,9.532298,2.779061,2.870699,3.568448,0.030539
1149.609,0.007697,9.541566,2.776744,2.869155,3.564587,0.0305
1149.809,0.007697,9.583855,2.774427,2.864521,3.563043,0.0305
1150.009,0.007697,9.539249,2.770566,2.862977,3.560726,0.0305
1150.209,0.007697,9.541953,2.765933,2.860274,3.557637,0.030539
1150.409,0.007697,9.52998,2.765933,2.856413,3.55532,0.030462
1150.609,0.007697,9.541373,2.762844,2.855254,3.553776,0.030616
1150.809,0.007504,9.558752,2.760527,2.851393,3.551459,0.0305
1151.009,0.007697,9.53867,2.757438,2.848304,3.549915,0.030577
1151.209,0.007697,9.541953,2.755122,2.845987,3.547598,0.030577
1151.409,0.007504,9.52747,2.752033,2.84367,3.545281,0.030539
1151.609,0.007504,9.54118,2.749716,2.840581,3.543737,0.0305
1151.809,0.007504,9.542339,2.757438,2.838264,3.539876,0.0305
1152.009,0.007504,9.554311,2.743538,2.833631,3.539103,0.030577
1152.209,0.007504,9.543304,2.741222,2.832859,3.536787,0.030539
1152.409,0.007504,9.535773,2.738905,2.830156,3.533698,0.030539
1152.609,0.007504,9.540987,2.735816,2.82977,3.531381,0.0305
1152.809,0.007504,9.542146,2.722688,2.82475,3.530609,0.030462
1153.009,0.007504,9.53616,2.731183,2.822047,3.528292,0.030577
1153.209,0.007504,9.541953,2.728866,2.81973,3.526748,0.0305
1153.409,0.007504,9.577869,2.725777,2.815483,3.525203,0.030539
1153.609,0.007504,9.540408,2.722688,2.815869,3.521342,0.030539
1153.809,0.007504,9.542146,2.720371,2.812394,3.519798,0.030539
1154.009,0.00731,9.535001,2.718055,2.809691,3.518253,0.030539
1154.209,0.00731,9.544077,2.715738,2.805829,3.515937,0.0305
1154.409,0.007504,9.539829,2.712649,2.804671,3.51362,0.030539
1154.609,0.00731,9.540215,2.710332,2.801196,3.511303,0.030539
1154.809,0.007504,9.542146,2.701066,2.799651,3.509759,0.030539
1155.009,0.00731,9.533649,2.705699,2.798107,3.505898,0.030462
1155.209,0.00731,9.54427,2.70261,2.793473,3.505898,0.030539
1155.409,0.00731,9.579993,2.700293,2.791157,3.504353,0.030539
1155.609,0.00731,9.539635,2.697204,2.787681,3.502809,0.0305
1155.809,0.00731,9.542339,2.691799,2.787295,3.49972,0.030462
1156.009,0.00731,9.580379,2.693343,2.784206,3.496631,0.0305
1156.209,0.00731,9.632516,2.690254,2.782276,3.495859,0.0305
1156.409,0.00731,9.564159,2.687938,2.780731,3.49277,0.030577
1156.609,0.00731,9.53867,2.685621,2.77687,3.49277,0.030539
1156.809,0.00731,9.542146,2.683304,2.776097,3.489681,0.030616
1157.009,0.00731,9.52747,2.680215,2.772622,3.488136,0.030462
1157.209,0.00731,9.536546,2.677899,2.770692,3.486592,0.0305
1157.409,0.00731,9.542146,2.687165,2.767603,3.485047,0.030462
1157.609,0.007117,9.537318,2.672493,2.7649,3.483503,0.030462
1157.809,0.00731,9.541953,2.670949,2.764127,3.481958,0.030539
1158.009,0.007117,9.529787,2.66786,2.760266,3.47887,0.030539
1158.209,0.007117,9.540794,2.665543,2.757949,3.478097,0.030539
1158.409,0.007117,9.542146,2.657821,2.755246,3.475008,0.0305
1158.609,0.007117,9.536353,2.66091,2.753316,3.473464,0.030539
1158.809,0.007117,9.541759,2.658593,2.75293,3.470375,0.0305
1159.009,0.007117,9.559525,2.656276,2.745979,3.468831,0.030423
1159.209,0.007117,9.540601,2.653187,2.745207,3.468058,0.0305
1159.409,0.007117,9.542725,2.659365,2.741732,3.464969,0.030423
1159.609,0.007117,9.534229,2.648554,2.740187,3.463425,0.0305
1159.809,0.007117,9.541759,2.646237,2.736326,3.462653,0.0305
1160.009,0.006924,9.621317,2.643921,2.735168,3.460336,0.0305
1160.209,0.007117,9.539829,2.641604,2.732851,3.459564,0.030539
1160.409,0.006924,9.635606,2.638515,2.731306,3.45493,0.0305
1160.609,0.006924,9.532491,2.63697,2.728217,3.454158,0.030462
1160.809,0.007117,9.541759,2.633882,2.726673,3.453386,0.030577
1161.009,0.006924,9.570531,2.633109,2.723584,3.451069,0.0305
1161.209,0.006924,9.539442,2.629248,2.722812,3.448753,0.030462
1161.409,0.006924,9.542146,2.627704,2.719336,3.446436,0.0305
1161.609,0.006924,9.53056,2.625387,2.71702,3.446436,0.0305
1161.809,0.006924,9.63213,2.622298,2.715475,3.444119,0.0305
1162.009,0.006924,9.545235,2.620754,2.711614,3.441802,0.0305
1162.209,0.006731,9.619965,2.618437,2.708911,3.439486,0.0305
1162.409,0.006924,9.543111,2.626159,2.708139,3.439486,0.0305
1162.609,0.006924,9.584242,2.613804,2.703119,3.439486,0.0305
1162.809,0.006731,9.541373,2.610715,2.699258,3.435625,0.0305
1163.009,0.006731,9.534615,2.619981,2.698871,3.433308,0.0305
1163.209,0.006731,9.537511,2.606854,2.697713,3.431763,0.030423
1163.409,0.006731,9.541953,2.596815,2.692693,3.429447,0.030423
1163.609,0.006924,9.552187,2.60222,2.694238,3.427902,0.030462
1163.809,0.006731,9.540794,2.599903,2.691149,3.42713,0.030423
1164.009,0.006924,9.580959,2.590637,2.689218,3.424041,0.030539
1164.209,0.006731,9.536353,2.59527,2.685743,3.423269,0.0305
1164.409,0.006731,9.541759,2.592953,2.687674,3.423269,0.030539
1164.609,0.006731,9.572462,2.590637,2.68304,3.42018,0.030462
1164.809,0.006731,9.628075,2.58832,2.679179,3.417863,0.0305
1165.009,0.006731,9.543111,2.593726,2.676862,3.417091,0.030462
1165.209,0.006731,9.535387,2.584459,2.674159,3.415547,0.0305
1165.409,0.006731,9.541759,2.58137,2.671456,3.414002,0.0305
1165.609,0.006731,9.532298,2.579825,2.669526,3.411685,0.030384
1165.809,0.006731,9.540215,2.576737,2.668753,3.409369,0.0305
1166.009,0.006731,9.542146,2.586003,2.665278,3.408597,0.030462
1166.209,0.006731,9.532684,2.572875,2.663348,3.405508,0.030384
1166.409,0.006731,9.541566,2.570559,2.658714,3.405508,0.030384
1166.609,0.006538,9.532105,2.569014,2.657556,3.404735,0.030462
1166.809,0.006731,9.539442,2.565925,2.656011,3.403191,0.0305
1167.009,0.006538,9.542146,2.55357,2.652922,3.400874,0.030423
1167.209,0.006731,9.530753,2.562064,2.652922,3.398558,0.030462
1167.409,0.006538,9.541566,2.559747,2.651377,3.397785,0.030423
1167.609,0.006538,9.577483,2.557431,2.648288,3.397013,0.030423
1167.809,0.006731,9.538863,2.555114,2.647902,3.393924,0.030462
1168.009,0.006538,9.542146,2.562836,2.644041,3.393152,0.030423
1168.209,0.006538,9.528436,2.551253,2.640952,3.39238,0.030384
1168.409,0.006538,9.541373,2.548936,2.635932,3.390063,0.030423
1168.609,0.006538,9.532684,2.556659,2.638249,3.390063,0.030423
1168.809,0.006731,9.538091,2.544303,2.635546,3.386974,0.0305
1169.009,0.006538,9.541953,2.536581,2.634002,3.38543,0.030462
1169.209,0.006538,9.525925,2.540442,2.631299,3.383885,0.030462
1169.409,0.006538,9.540987,2.537353,2.629754,3.382341,0.030423
1169.609,0.006538,9.575552,2.535808,2.626279,3.380796,0.0305
1169.809,0.006538,9.557401,2.533492,2.624735,3.379252,0.030423
1170.009,0.006538,9.541953,2.526542,2.62319,3.377707,0.030462
1170.209,0.006538,9.530174,2.529631,2.619715,3.376163,0.030462
1170.409,0.006538,9.540601,2.526542,2.618556,3.373074,0.030384
1170.609,0.006538,9.567442,2.524997,2.617398,3.373074,0.030423
1170.809,0.006538,9.535194,2.523453,2.614309,3.369985,0.030462
1171.009,0.006345,9.541953,2.521136,2.615081,3.370757,0.030423
1171.209,0.006345,9.527856,2.518819,2.610448,3.368441,0.030462
1171.409,0.006345,9.540215,2.516503,2.608903,3.366896,0.030462
1171.609,0.006345,9.542146,2.525769,2.6062,3.366896,0.030462
1171.809,0.006345,9.534035,2.512641,2.605428,3.365352,0.030423
1172.009,0.006345,9.541759,2.510325,2.600794,3.361491,0.030384
1172.209,0.006345,9.528822,2.50878,2.601181,3.360718,0.030462
1172.409,0.006345,9.540022,2.506464,2.599636,3.363035,0.030423
1172.609,0.006345,9.542146,2.49488,2.595389,3.356857,0.0305
1172.809,0.006345,9.530946,2.50183,2.595775,3.357629,0.030423
1173.009,0.006345,9.541566,2.500286,2.593458,3.355313,0.030384
1173.209,0.006345,9.57478,2.497969,2.589983,3.352996,0.030384
1173.409,0.006345,9.539056,2.495652,2.589211,3.350679,0.030462
1173.609,0.006345,9.541953,2.491019,2.585735,3.352224,0.030462
1173.809,0.006345,9.535194,2.491791,2.583419,3.349135,0.030346
1174.009,0.006345,9.54118,2.489475,2.578399,3.348363,0.030423
1174.209,0.006345,9.63271,2.487158,2.579557,3.346046,0.030346
1174.409,0.006345,9.538284,2.486386,2.577627,3.343729,0.030423
1174.609,0.006345,9.541953,2.482524,2.575696,3.344501,0.030423
1174.809,0.006345,9.532684,2.481752,2.573765,3.343729,0.030423
1175.009,0.006345,9.540987,2.479436,2.572993,3.34064,0.030462
1175.209,0.006152,9.586172,2.477119,2.571835,3.342185,0.030423
1175.409,0.006345,9.536739,2.475574,2.57029,3.339096,0.030346
1175.609,0.006152,9.635992,2.473258,2.566429,3.336779,0.030384
1175.809,0.006152,9.529015,2.471713,2.565271,3.336007,0.030384
1176.009,0.006345,9.540794,2.469397,2.561795,3.334462,0.030462
1176.209,0.006152,9.546587,2.467852,2.559865,3.332146,0.030423
1176.409,0.006152,9.534808,2.466308,2.55832,3.332146,0.030423
1176.609,0.006152,9.541759,2.463991,2.557934,3.329829,0.030423
1176.809,0.006152,9.526312,2.460902,2.554073,3.329829,0.030423
1177.009,0.006152,9.540022,2.46013,2.551756,3.328285,0.0305
1177.209,0.006152,9.542146,2.467852,2.549053,3.325968,0.030423
1177.409,0.006152,9.537511,2.456269,2.549053,3.323651,0.030423
1177.609,0.006152,9.541759,2.453952,2.545192,3.324423,0.030384
1177.809,0.006152,9.526118,2.451635,2.542489,3.322879,0.0305
1178.009,0.006152,9.539442,2.450091,2.542875,3.321335,0.030384
1178.209,0.006152,9.542146,2.43928,2.540944,3.321335,0.030346
1178.409,0.006152,9.609731,2.44623,2.538241,3.320562,0.030384
1178.609,0.006152,9.541566,2.444685,2.537469,3.316701,0.030423
1178.809,0.006152,9.56918,2.442369,2.533222,3.315157,0.030423
1179.009,0.006152,9.539056,2.440052,2.532449,3.314385,0.030423
1179.209,0.006152,9.542146,2.443141,2.530133,3.312068,0.030423
1179.409,0.006152,9.534422,2.436191,2.527044,3.31284,0.030384
1179.609,0.006152,9.541373,2.434646,2.525113,3.310523,0.030346
1179.809,0.006152,9.532684,2.43233,2.522796,3.310523,0.030384
1180.009,0.006152,9.537704,2.430013,2.523182,3.308979,0.030423
1180.209,0.005959,9.542146,2.43233,2.520479,3.30589,0.030423
1180.409,0.005959,9.53307,2.426152,2.51739,3.30589,0.030423
1180.609,0.005959,9.540987,2.424607,2.51739,3.30589,0.030423
1180.809,0.006152,9.558945,2.422291,2.513915,3.302801,0.030423
1181.009,0.006152,9.539442,2.421518,2.511598,3.302029,0.030384
1181.209,0.006152,9.541953,2.418429,2.511985,3.300484,0.030384
1181.409,0.005959,9.531139,2.416885,2.508123,3.299712,0.030384
1181.609,0.006152,9.540601,2.41534,2.507737,3.29894,0.030384
1181.809,0.006152,9.549484,2.413024,2.505806,3.297395,0.030384
1182.009,0.005959,9.620544,2.412252,2.503876,3.293534,0.030423
1182.209,0.005959,9.541759,2.409935,2.504648,3.294307,0.030307
1182.409,0.005959,9.526891,2.407618,2.500015,3.292762,0.030384
1182.609,0.005959,9.540408,2.406074,2.499242,3.291218,0.030346
1182.809,0.005959,9.542339,2.412252,2.496925,3.289673,0.030423
1183.009,0.005959,9.537704,2.402213,2.495381,3.289673,0.030307
1183.209,0.005959,9.544077,2.400668,2.490747,3.286584,0.030346
1183.409,0.005959,9.591966,2.398351,2.489975,3.285812,0.030423
1183.609,0.005959,9.539635,2.396807,2.488817,3.286584,0.030384
1183.809,0.005959,9.542146,2.392946,2.485728,3.283495,0.030384
1184.009,0.005959,9.536739,2.392174,2.483025,3.283495,0.030346
1184.209,0.005959,9.541566,2.390629,2.483797,3.281179,0.030384
1184.409,0.005959,9.562035,2.388312,2.478391,3.280406,0.030384
1184.609,0.005959,9.628461,2.38754,2.479936,3.279634,0.030423
1184.809,0.005766,9.541953,2.389085,2.476074,3.277317,0.030384
1185.009,0.005959,9.53558,2.382907,2.474916,3.277317,0.030307
1185.209,0.005959,9.631744,2.381362,2.472985,3.276545,0.030307
1185.409,0.005959,9.534615,2.379818,2.470283,3.275001,0.030307
1185.609,0.005766,9.626917,2.378273,2.470669,3.274229,0.030384
1185.809,0.005959,9.542146,2.382907,2.469124,3.272684,0.030423
1186.009,0.005766,9.53307,2.374412,2.466421,3.27114,0.030346
1186.209,0.005766,9.630972,2.372868,2.463332,3.269595,0.030346
1186.409,0.005766,9.554311,2.369779,2.462946,3.267278,0.030384
1186.609,0.005766,9.539442,2.369007,2.461402,3.267278,0.030346
1186.809,0.005766,9.541953,2.356651,2.458312,3.265734,0.030384
1187.009,0.005766,9.531139,2.364373,2.458312,3.265734,0.030384
1187.209,0.005766,9.540794,2.363601,2.45561,3.26419,0.030346
1187.409,0.005766,9.584628,2.361284,2.452907,3.261873,0.030346
1187.609,0.005766,9.539056,2.35974,2.450976,3.262645,0.030307
1187.809,0.005766,9.541953,2.358195,2.451362,3.261101,0.030384
1188.009,0.005766,9.528822,2.355879,2.447501,3.260328,0.030346
1188.209,0.005766,9.536932,2.354334,2.446342,3.258784,0.030384
1188.409,0.005766,9.542146,2.358968,2.444798,3.257239,0.030346
1188.609,0.005766,9.538284,2.350473,2.443253,3.255695,0.030384
1188.809,0.005766,9.541759,2.348929,2.440164,3.254151,0.030307
1189.009,0.005766,9.524574,2.347384,2.439006,3.254151,0.030268
1189.209,0.005766,9.630779,2.345068,2.439006,3.251062,0.030346
1189.409,0.005766,9.542146,2.34584,2.438234,3.251834,0.030346
1189.609,0.005766,9.536739,2.341979,2.435531,3.249517,0.030307
1189.809,0.005766,9.54427,2.339662,2.433986,3.248745,0.030384
1190.009,0.005766,9.556628,2.338117,2.430897,3.2472,0.030384
1190.209,0.005766,9.540794,2.336573,2.429739,3.245656,0.030346
1190.409,0.005766,9.541953,2.325762,2.428194,3.244112,0.030307
1190.609,0.005766,9.535773,2.332712,2.425105,3.245656,0.030346
1190.809,0.005766,9.541373,2.33194,2.421244,3.242567,0.030346
1191.009,0.005766,9.568407,2.329623,2.420472,3.241795,0.030307
1191.209,0.005766,9.540408,2.327306,2.420472,3.241023,0.030384
1191.409,0.005766,9.541953,2.335029,2.418927,3.238706,0.030384
1191.609,0.005766,9.534422,2.324217,2.417383,3.238706,0.030307
1191.809,0.005766,9.541759,2.322673,2.412749,3.237162,0.030346
1192.009,0.005573,9.547553,2.320356,2.412749,3.234845,0.030307
1192.209,0.005573,9.540022,2.318812,2.410432,3.234845,0.030384
1192.409,0.005766,9.541953,2.305684,2.408888,3.236389,0.030268
1192.609,0.005766,9.531332,2.314951,2.408116,3.231756,0.030346
1192.809,0.005766,9.541566,2.314178,2.406957,3.230984,0.030346
1193.009,0.005573,9.560104,2.311862,2.40271,3.230211,0.030346
1193.209,0.005573,9.53867,2.310317,2.402324,3.230211,0.030346
1193.409,0.005573,9.541953,2.308773,2.403096,3.22635,0.030307
1193.609,0.005766,9.52747,2.306456,2.399621,3.22635,0.030346
1193.809,0.005573,9.545428,2.304912,2.398076,3.227895,0.030384
1194.009,0.005573,9.542339,2.307228,2.394987,3.224806,0.030268
1194.209,0.005573,9.537897,2.301823,2.39267,3.224034,0.030346
1194.409,0.005573,9.544077,2.299506,2.39074,3.222489,0.030307
1194.609,0.005573,9.524574,2.297962,2.388037,3.221717,0.030307
1194.809,0.005573,9.540987,2.296417,2.388423,3.221717,0.030307
1195.009,0.005573,9.542146,2.283289,2.386878,3.220172,0.030346
1195.209,0.005573,9.537125,2.292556,2.383789,3.2194,0.03023
1195.409,0.005573,9.541953,2.291011,2.384948,3.217084,0.030268
1195.609,0.005573,9.577869,2.289467,2.382245,3.216311,0.030307
1195.809,0.005573,9.540601,2.28715,2.381086,3.214767,0.030346
1196.009,0.005573,9.542146,2.286378,2.378384,3.215539,0.030346
1196.209,0.005573,9.535001,2.284061,2.375681,3.21245,0.030346
1196.409,0.005573,9.541759,2.282517,2.374908,3.21245,0.030307
1196.609,0.00538,9.541566,2.280972,2.374136,3.210133,0.03023
1196.809,0.005573,9.540215,2.279428,2.371433,3.210133,0.030346
1197.009,0.005573,9.542146,2.288695,2.371047,3.209361,0.030307
1197.209,0.005573,9.533456,2.275567,2.367572,3.207817,0.030307
1197.409,0.005573,9.541759,2.274022,2.369116,3.207045,0.030307
1197.609,0.005573,9.539635,2.272478,2.365255,3.2055,0.030307
1197.809,0.00538,9.539635,2.270161,2.364097,3.203956,0.030307
1198.009,0.00538,9.541953,2.263983,2.361008,3.203183,0.030307
1198.209,0.005573,9.531718,2.267072,2.360235,3.201639,0.030307
1198.409,0.005573,9.541566,2.264756,2.357919,3.200867,0.030346
1198.609,0.005573,9.565318,2.263983,2.355988,3.200094,0.030307
1198.809,0.00538,9.539249,2.262439,2.353671,3.199322,0.030268
1199.009,0.005573,9.542146,2.260894,2.356374,3.19855,0.030268
1199.209,0.00538,9.527663,2.25935,2.350968,3.197778,0.030307
1199.409,0.00538,9.541373,2.257033,2.348265,3.197006,0.030307
1199.609,0.00538,9.542339,2.257806,2.349038,3.194689,0.030346
1199.809,0.00538,9.537897,2.253172,2.346721,3.194689,0.030346
1200.009,0.00538,9.541953,2.2524,2.342087,3.1916,0.030307
1200.209,0.00538,9.52496,2.250083,2.343632,3.1916,0.030268
1200.409,0.00538,9.54118,2.248539,2.340157,3.1916,0.030268
1200.609,0.00538,9.542146,2.255489,2.340157,3.190055,0.030268
1200.809,0.00538,9.537125,2.244678,2.338226,3.188511,0.03023
1201.009,0.00538,9.541953,2.243905,2.337068,3.186967,0.030346
1201.209,0.00538,9.540987,2.241589,2.334751,3.18465,0.030307
1201.409,0.00538,9.540794,2.240044,2.333593,3.185422,0.03023
1201.609,0.00538,9.542146,2.236955,2.332048,3.183878,0.03023
1201.809,0.00538,9.535967,2.236955,2.330503,3.182333,0.030191
1202.009,0.00538,9.541953,2.235411,2.328959,3.183105,0.030268
1202.209,0.00538,9.554311,2.233094,2.325098,3.182333,0.030268
